id,price
1,555959.2538391356
2,554007.0440979594
3,555959.2538391356
4,555959.2538391356
5,555959.2538391356
6,555959.2538391356
7,555959.2538391356
8,555959.2538391356
9,554007.0440979594
10,555959.2538391356
11,554007.0440979594
12,578618.4847521948
13,555959.2538391356
14,555959.2538391356
15,555959.2538391356
16,554007.0440979594
17,555959.2538391356
18,554007.0440979594
19,555959.2538391356
20,554007.0440979594
21,555959.2538391356
22,555959.2538391356
23,555959.2538391356
24,555959.2538391356
25,554007.0440979594
26,555959.2538391356
27,554007.0440979594
28,576865.9872285451
29,555959.2538391356
30,554007.0440979594
31,555959.2538391356
32,554007.0440979594
33,555959.2538391356
34,555959.2538391356
35,555959.2538391356
36,555959.2538391356
37,555959.2538391356
38,554007.0440979594
39,555959.2538391356
40,313914.2346959713
41,555959.2538391356
42,555959.2538391356
43,554007.0440979594
44,555959.2538391356
45,555959.2538391356
46,554007.0440979594
47,555959.2538391356
48,576865.9872285451
49,555959.2538391356
50,578618.4847521948
51,552254.5465743097
52,555959.2538391356
53,554007.0440979594
54,555959.2538391356
55,555959.2538391356
56,554007.0440979594
57,554007.0440979594
58,554007.0440979594
59,555959.2538391356
60,555959.2538391356
61,555959.2538391356
62,555959.2538391356
63,555959.2538391356
64,554007.0440979594
65,555959.2538391356
66,555959.2538391356
67,555959.2538391356
68,555959.2538391356
69,555959.2538391356
70,555959.2538391356
71,555959.2538391356
72,555959.2538391356
73,555959.2538391356
74,555959.2538391356
75,578618.4847521948
76,554007.0440979594
77,555959.2538391356
78,555959.2538391356
79,554007.0440979594
80,555959.2538391356
81,555959.2538391356
82,555959.2538391356
83,555959.2538391356
84,554007.0440979594
85,555959.2538391356
86,554206.7563154859
87,554007.0440979594
88,555959.2538391356
89,555959.2538391356
90,555959.2538391356
91,554007.0440979594
92,554007.0440979594
93,555959.2538391356
94,555959.2538391356
95,555959.2538391356
96,555959.2538391356
97,555959.2538391356
98,555959.2538391356
99,555959.2538391356
100,555959.2538391356
101,555959.2538391356
102,555959.2538391356
103,555959.2538391356
104,555959.2538391356
105,555959.2538391356
106,555959.2538391356
107,554007.0440979594
108,555959.2538391356
109,555959.2538391356
110,554007.0440979594
111,555959.2538391356
112,555959.2538391356
113,554007.0440979594
114,555959.2538391356
115,554007.0440979594
116,555959.2538391356
117,555959.2538391356
118,555959.2538391356
119,555959.2538391356
120,555959.2538391356
121,554007.0440979594
122,555959.2538391356
123,554007.0440979594
124,555959.2538391356
125,555959.2538391356
126,555959.2538391356
127,554007.0440979594
128,555959.2538391356
129,554007.0440979594
130,555959.2538391356
131,555959.2538391356
132,555959.2538391356
133,555959.2538391356
134,555959.2538391356
135,554007.0440979594
136,555959.2538391356
137,555959.2538391356
138,555959.2538391356
139,555959.2538391356
140,555959.2538391356
141,555959.2538391356
142,554007.0440979594
143,555959.2538391356
144,555959.2538391356
145,554007.0440979594
146,555959.2538391356
147,555959.2538391356
148,555959.2538391356
149,554007.0440979594
150,554007.0440979594
151,554007.0440979594
152,554007.0440979594
153,555959.2538391356
154,555959.2538391356
155,555959.2538391356
156,555959.2538391356
157,555959.2538391356
158,554007.0440979594
159,554007.0440979594
160,555959.2538391356
161,555959.2538391356
162,554007.0440979594
163,554007.0440979594
164,555959.2538391356
165,555959.2538391356
166,554007.0440979594
167,555959.2538391356
168,555959.2538391356
169,554007.0440979594
170,554007.0440979594
171,554007.0440979594
172,554007.0440979594
173,555959.2538391356
174,555959.2538391356
175,554007.0440979594
176,554007.0440979594
177,554007.0440979594
178,555959.2538391356
179,555959.2538391356
180,555959.2538391356
181,555959.2538391356
182,555959.2538391356
183,555959.2538391356
184,554007.0440979594
185,554007.0440979594
186,555959.2538391356
187,552254.5465743097
188,555959.2538391356
189,554007.0440979594
190,554007.0440979594
191,555959.2538391356
192,554007.0440979594
193,555959.2538391356
194,555959.2538391356
195,555959.2538391356
196,555959.2538391356
197,554007.0440979594
198,555959.2538391356
199,554007.0440979594
200,555959.2538391356
201,554007.0440979594
202,555959.2538391356
203,554007.0440979594
204,555959.2538391356
205,554007.0440979594
206,554007.0440979594
207,555959.2538391356
208,555959.2538391356
209,555959.2538391356
210,555959.2538391356
211,555959.2538391356
212,555959.2538391356
213,555959.2538391356
214,554007.0440979594
215,554007.0440979594
216,554007.0440979594
217,554007.0440979594
218,555959.2538391356
219,555959.2538391356
220,555959.2538391356
221,554007.0440979594
222,554007.0440979594
223,555959.2538391356
224,554007.0440979594
225,578618.4847521948
226,554007.0440979594
227,555959.2538391356
228,554007.0440979594
229,555959.2538391356
230,578618.4847521948
231,552254.5465743097
232,555959.2538391356
233,554007.0440979594
234,555959.2538391356
235,554007.0440979594
236,554007.0440979594
237,555959.2538391356
238,555959.2538391356
239,555959.2538391356
240,555959.2538391356
241,555959.2538391356
242,555959.2538391356
243,554007.0440979594
244,555959.2538391356
245,554007.0440979594
246,555959.2538391356
247,552254.5465743097
248,554007.0440979594
249,555959.2538391356
250,555959.2538391356
251,554007.0440979594
252,555959.2538391356
253,554007.0440979594
254,554007.0440979594
255,554007.0440979594
256,555959.2538391356
257,555959.2538391356
258,554007.0440979594
259,554007.0440979594
260,555959.2538391356
261,555959.2538391356
262,555959.2538391356
263,555959.2538391356
264,555959.2538391356
265,554007.0440979594
266,555959.2538391356
267,555959.2538391356
268,555959.2538391356
269,555959.2538391356
270,555959.2538391356
271,555959.2538391356
272,555959.2538391356
273,555959.2538391356
274,555959.2538391356
275,555959.2538391356
276,555959.2538391356
277,555959.2538391356
278,555959.2538391356
279,555959.2538391356
280,555959.2538391356
281,555959.2538391356
282,555959.2538391356
283,554007.0440979594
284,555959.2538391356
285,555959.2538391356
286,555959.2538391356
287,555959.2538391356
288,555959.2538391356
289,554007.0440979594
290,555959.2538391356
291,555959.2538391356
292,554007.0440979594
293,555959.2538391356
294,555959.2538391356
295,555959.2538391356
296,555959.2538391356
297,555959.2538391356
298,555959.2538391356
299,554007.0440979594
300,555959.2538391356
301,554007.0440979594
302,555959.2538391356
303,554007.0440979594
304,554007.0440979594
305,555959.2538391356
306,555959.2538391356
307,555959.2538391356
308,554007.0440979594
